Год выпуска,КПП,Мощность,Объём,Привод,Пробег,Руль,Тип кузова,Топливо,Цвет,Цена
1999.0,автомат,147.0,2.0,передний,200000.0,правый,седан,бензин,серебряный,3300.0
2003.0,автомат,245.0,3.0,постоянный полный,203000.0,,универсал,бензин,бежевый,6700.0
2003.0,автомат,245.0,3.0,постоянный полный,203000.0,,универсал,бензин,бежевый,6700.0
2003.0,автомат,245.0,3.0,постоянный полный,203000.0,,универсал,бензин,бежевый,6700.0
1999.0,автомат,185.0,3.0,постоянный полный,123545.0,правый,минивэн / бус,газ-бензин,белый,6000.0
2012.0,автомат,277.0,3.5,передний,,левый,седан,бензин,,17999.0
2003.0,автомат,140.0,2.0,постоянный полный,,правый,кроссовер,бензин,серебряный,6500.0
2003.0,автомат,140.0,2.0,постоянный полный,,правый,кроссовер,бензин,серебряный,6500.0
2004.0,автомат,155.0,2.0,передний,160000.0,правый,седан,бензин,серебряный,5100.0
,автомат,,,передний,,левый,,бензин,,3000.0
1996.0,механика,150.0,2.3,задний,,левый,седан,бензин,серебряный,3500.0
2000.0,автомат,125.0,1.8,передний,,левый,универсал,бензин,серебряный,2300.0
2003.0,автомат,275.0,4.7,полный подключаемый,,левый,внедорожник / пикап,бензин,белый жемчуг,17000.0
2003.0,автомат,245.0,3.7,задний,,левый,седан,бензин,серебряный,8500.0
2000.0,автомат,1000.0,3.0,передний,1000.0,правый,минивэн / бус,бензин,черный,3300.0
2003.0,автомат,160.0,2.0,задний,165000.0,правый,седан,бензин,серый,4800.0
2000.0,автомат,,1.5,передний,190000.0,правый,седан,газ,белый,2800.0
1998.0,механика,215.0,3.5,полный подключаемый,,левый,внедорожник / пикап,бензин,синий,4500.0
2005.0,механика,105.0,1.6,передний,158000.0,левый,хэтчбек,бензин,мокрый асфальт,5000.0
2004.0,автомат,306.0,5.0,задний,,левый,седан,бензин,,9500.0
1996.0,автомат,150.0,2.3,передний,247000.0,левый,минивэн / бус,бензин,синий,3800.0
2005.0,автомат,245.0,3.0,постоянный полный,188.0,правый,универсал,бензин,,7500.0
2002.0,механика,130.0,1.5,передний,170000.0,,хэтчбек,бензин,красный,3500.0
2007.0,механика,52.0,0.8,передний,122.0,левый,хэтчбек,бензин,,2714.0
1999.0,автомат,220.0,3.0,передний,,правый,кроссовер,бензин,,5300.0
2002.0,механика,116.0,1.8,передний,247000.0,,универсал,бензин,зеленый,150000.0
2002.0,механика,192.0,2.5,задний,264000.0,левый,седан,бензин,голубой,5900.0
1996.0,автомат,128.0,2.0,постоянный полный,237000.0,правый,кроссовер,бензин,синий,3500.0
2001.0,автомат,110.0,1.9,передний,,левый,универсал,дизель,,2950.0
2001.0,автомат,2.0,2.0,,1.0,правый,хэтчбек,бензин,белый,3400.0
2001.0,механика,231.0,3.0,задний,250000.0,левый,седан,бензин,черный,7000.0
2001.0,автомат,220.0,3.0,полный подключаемый,178000.0,правый,минивэн / бус,бензин,белый жемчуг,6700.0
2004.0,механика,116.0,1.8,передний,190000.0,левый,универсал,бензин,мокрый асфальт,3700.0
,типтроник,,,,,,седан,бензин,,2142.0
2003.0,автомат,105.0,1.6,передний,87000.0,правый,хэтчбек,бензин,серебряный,4285.0
2004.0,автомат,,2.0,задний,,левый,седан,бензин,черный,5750.0
2000.0,автомат,150.0,2.3,передний,222222.0,правый,минивэн / бус,бензин,белый,3300.0
1995.0,автомат,190.0,2.5,передний,250000.0,правый,седан,бензин,черный,2100.0
2003.0,механика,130.0,2.0,передний,183000.0,левый,универсал,дизель,темно-синий,3300.0
2012.0,механика,,1.7,задний,17000.0,левый,седан,бензин,серебряный,2500.0
2001.0,автомат,160.0,2.4,передний,,правый,минивэн / бус,бензин,серебряный,3800.0
,механика,,,передний,,левый,универсал,бензин,,2400.0
2002.0,автомат,,2.4,,,левый,седан,бензин,бордовый,7200.0
2002.0,автомат,,1.8,,,левый,седан,бензин,синий,5300.0
2008.0,автомат,265.0,4.5,постоянный полный,105000.0,левый,внедорожник / пикап,дизель,серебряный,31000.0
2012.0,автомат,152.0,2.0,передний,95000.0,левый,седан,бензин,белый,13500.0
2010.0,автомат,407.0,4.4,задний,156000.0,левый,седан,бензин,черный,19000.0
2010.0,механика,4.0,1.0,задний,19000.0,левый,седан,бензин,мокрый асфальт,2900.0
1988.0,механика,122.0,2.0,задний,150000.0,левый,седан,бензин,,1555.0
2015.0,автомат,184.0,2.5,передний,43142.0,левый,седан,бензин,черный,30557.0
2016.0,автомат,367.0,5.7,постоянный полный,89000.0,левый,внедорожник / пикап,бензин,белый,75490.0
2009.0,автомат,367.0,5.7,постоянный полный,287000.0,левый,внедорожник / пикап,бензин,черный,31820.0
2010.0,вариатор,394.0,5.0,постоянный полный,71868.0,левый,седан,,черный,22277.0
2014.0,автомат,208.0,2.5,задний,67000.0,левый,седан,бензин,белый,22555.0
2004.0,автомат,279.0,5.0,задний,197000.0,левый,седан,бензин,смарагд,7700.0
2004.0,автомат,91.0,1.3,передний,169584.0,правый,хэтчбек,бензин,серебряный,3600.0
2010.0,автомат,277.0,3.5,полный подключаемый,130158.0,левый,кроссовер,бензин,белый,22888.0
2012.0,автомат,,1.6,,,левый,хэтчбек,бензин,белый,13200.0
2012.0,автомат,188.0,2.7,передний,106000.0,левый,кроссовер,бензин,белый,22999.0
2008.0,автомат,367.0,5.7,постоянный полный,138000.0,левый,внедорожник / пикап,бензин,черный,31500.0
2010.0,автомат,277.0,3.5,полный подключаемый,91493.0,левый,кроссовер,бензин,белый,23555.0
2016.0,автомат,184.0,2.5,передний,75906.0,левый,седан,бензин,черный,30555.0
2010.0,автомат,277.0,3.5,полный подключаемый,82943.0,левый,кроссовер,бензин,белый,23100.0
